user_index,age,height_cm,weight_kg,bmi,fitness_level,activity_level,workout_time_min,goal,individual_ability,exercise_id,difficulty,impact_level,knee_flexion_level,hip_load_level,shoulder_overhead_required,wrist_weight_bearing,back_load_level,ankle_load_level,floor_required,single_leg,measurement_type,target_sets,target_reps,target_duration_seconds
1,31,193.1,66.9,17.94,1,4,15,endurance,1.1042,low_impact_jumping_jack,3,1,1,1,0,0,0,2,0,0,reps,1.361,7.056,
1,31,193.1,66.9,17.94,1,4,15,endurance,1.1042,bodyweight_squat,2,0,2,2,0,0,1,1,0,0,reps,1.472,7.547,
1,31,193.1,66.9,17.94,1,4,15,endurance,1.1042,reverse_lunge,3,0,2,2,0,0,1,2,0,1,reps,1.217,6.411,
1,31,193.1,66.9,17.94,1,4,15,endurance,1.1042,wall_sit,1,0,2,2,0,0,1,1,0,0,time,1.7,,26.036
1,31,193.1,66.9,17.94,1,4,15,endurance,1.1042,side_leg_raise,2,0,1,1,0,0,0,1,0,1,reps,1.624,8.224,
1,31,193.1,66.9,17.94,1,4,15,endurance,1.1042,hamstring_curl,2,0,1,1,0,0,0,1,0,1,reps,1.66,8.387,
1,31,193.1,66.9,17.94,1,4,15,endurance,1.1042,hip_extension,2,0,1,2,0,0,1,1,0,1,reps,1.501,7.678,
1,31,193.1,66.9,17.94,1,4,15,endurance,1.1042,calf_raise,1,0,0,0,0,0,0,2,0,0,reps,1.952,9.689,
1,31,193.1,66.9,17.94,1,4,15,endurance,1.1042,wall_push_up,1,0,0,0,0,0,1,0,0,0,reps,1.993,9.869,
1,31,193.1,66.9,17.94,1,4,15,endurance,1.1042,knee_push_up,3,0,0,0,0,1,1,0,1,0,reps,1.556,7.921,
1,31,193.1,66.9,17.94,1,4,15,endurance,1.1042,standard_push_up,4,0,0,0,0,1,2,0,1,0,reps,1.316,6.854,
1,31,193.1,66.9,17.94,1,4,15,endurance,1.1042,plank,3,0,0,0,0,1,2,0,1,0,time,1.514,,22.771
1,31,193.1,66.9,17.94,1,4,15,endurance,1.1042,glute_bridge,2,0,0,2,0,0,1,0,1,0,reps,1.683,8.49,
1,31,193.1,66.9,17.94,1,4,15,endurance,1.1042,shoulder_press,3,0,0,0,1,0,1,0,0,0,reps,1.605,8.14,
1,31,193.1,66.9,17.94,1,4,15,endurance,1.1042,biceps_curl,3,0,0,0,0,0,1,0,0,0,reps,1.651,8.346,
1,31,193.1,66.9,17.94,1,4,15,endurance,1.1042,sit_to_stand,1,0,2,2,0,0,1,1,0,0,reps,1.72,8.652,
2,35,170.4,99.2,34.16,2,3,30,general_fitness,1.0511,march_in_place,1,0,1,1,0,0,0,1,0,0,time,2.014,,31.545
2,35,170.4,99.2,34.16,2,3,30,general_fitness,1.0511,standing_knee_raise,2,0,1,1,0,0,0,1,0,0,reps,1.777,8.905,
2,35,170.4,99.2,34.16,2,3,30,general_fitness,1.0511,low_impact_jumping_jack,3,1,1,1,0,0,0,2,0,0,reps,1.508,7.71,
2,35,170.4,99.2,34.16,2,3,30,general_fitness,1.0511,bodyweight_squat,2,0,2,2,0,0,1,1,0,0,reps,1.633,8.267,
2,35,170.4,99.2,34.16,2,3,30,general_fitness,1.0511,reverse_lunge,3,0,2,2,0,0,1,2,0,1,reps,1.307,6.814,
2,35,170.4,99.2,34.16,2,3,30,general_fitness,1.0511,wall_sit,1,0,2,2,0,0,1,1,0,0,time,1.814,,28.032
2,35,170.4,99.2,34.16,2,3,30,general_fitness,1.0511,side_leg_raise,2,0,1,1,0,0,0,1,0,1,reps,1.766,8.858,
2,35,170.4,99.2,34.16,2,3,30,general_fitness,1.0511,hamstring_curl,2,0,1,1,0,0,0,1,0,1,reps,1.8,9.01,
2,35,170.4,99.2,34.16,2,3,30,general_fitness,1.0511,hip_extension,2,0,1,2,0,0,1,1,0,1,reps,1.694,8.536,
2,35,170.4,99.2,34.16,2,3,30,general_fitness,1.0511,calf_raise,1,0,0,0,0,0,0,2,0,0,reps,2.093,10.315,
2,35,170.4,99.2,34.16,2,3,30,general_fitness,1.0511,wall_push_up,1,0,0,0,0,0,1,0,0,0,reps,2.18,10.701,
2,35,170.4,99.2,34.16,2,3,30,general_fitness,1.0511,knee_push_up,3,0,0,0,0,1,1,0,1,0,reps,1.717,8.641,
2,35,170.4,99.2,34.16,2,3,30,general_fitness,1.0511,standard_push_up,4,0,0,0,0,1,2,0,1,0,reps,1.42,7.317,
2,35,170.4,99.2,34.16,2,3,30,general_fitness,1.0511,plank,3,0,0,0,0,1,2,0,1,0,time,1.613,,24.519
2,35,170.4,99.2,34.16,2,3,30,general_fitness,1.0511,glute_bridge,2,0,0,2,0,0,1,0,1,0,reps,1.829,9.14,
2,35,170.4,99.2,34.16,2,3,30,general_fitness,1.0511,shoulder_press,3,0,0,0,1,0,1,0,0,0,reps,1.656,8.366,
2,35,170.4,99.2,34.16,2,3,30,general_fitness,1.0511,biceps_curl,3,0,0,0,0,0,1,0,0,0,reps,1.753,8.802,
2,35,170.4,99.2,34.16,2,3,30,general_fitness,1.0511,sit_to_stand,1,0,2,2,0,0,1,1,0,0,reps,1.827,9.131,
3,54,189.4,65.5,18.26,4,4,45,general_fitness,0.9295,march_in_place,1,0,1,1,0,0,0,1,0,0,time,2.725,,44.035
3,54,189.4,65.5,18.26,4,4,45,general_fitness,0.9295,standing_knee_raise,2,0,1,1,0,0,0,1,0,0,reps,2.603,12.586,
3,54,189.4,65.5,18.26,4,4,45,general_fitness,0.9295,low_impact_jumping_jack,3,1,1,1,0,0,0,2,0,0,reps,2.162,10.624,
3,54,189.4,65.5,18.26,4,4,45,general_fitness,0.9295,bodyweight_squat,2,0,2,2,0,0,1,1,0,0,reps,2.379,11.589,
3,54,189.4,65.5,18.26,4,4,45,general_fitness,0.9295,reverse_lunge,3,0,2,2,0,0,1,2,0,1,reps,2.044,10.098,
3,54,189.4,65.5,18.26,4,4,45,general_fitness,0.9295,wall_sit,1,0,2,2,0,0,1,1,0,0,time,2.47,,39.548
3,54,189.4,65.5,18.26,4,4,45,general_fitness,0.9295,side_leg_raise,2,0,1,1,0,0,0,1,0,1,reps,2.525,12.238,
3,54,189.4,65.5,18.26,4,4,45,general_fitness,0.9295,hamstring_curl,2,0,1,1,0,0,0,1,0,1,reps,2.641,12.756,
3,54,189.4,65.5,18.26,4,4,45,general_fitness,0.9295,hip_extension,2,0,1,2,0,0,1,1,0,1,reps,2.317,11.312,
3,54,189.4,65.5,18.26,4,4,45,general_fitness,0.9295,calf_raise,1,0,0,0,0,0,0,2,0,0,reps,2.814,13.527,
3,54,189.4,65.5,18.26,4,4,45,general_fitness,0.9295,wall_push_up,1,0,0,0,0,0,1,0,0,0,reps,2.897,13.895,
3,54,189.4,65.5,18.26,4,4,45,general_fitness,0.9295,knee_push_up,3,0,0,0,0,1,1,0,1,0,reps,2.387,11.626,
3,54,189.4,65.5,18.26,4,4,45,general_fitness,0.9295,standard_push_up,4,0,0,0,0,1,2,0,1,0,reps,2.049,10.118,
3,54,189.4,65.5,18.26,4,4,45,general_fitness,0.9295,plank,3,0,0,0,0,1,2,0,1,0,time,2.24,,35.524
3,54,189.4,65.5,18.26,4,4,45,general_fitness,0.9295,glute_bridge,2,0,0,2,0,0,1,0,1,0,reps,2.47,11.993,
3,54,189.4,65.5,18.26,4,4,45,general_fitness,0.9295,shoulder_press,3,0,0,0,1,0,1,0,0,0,reps,2.408,11.717,
3,54,189.4,65.5,18.26,4,4,45,general_fitness,0.9295,biceps_curl,3,0,0,0,0,0,1,0,0,0,reps,2.301,11.24,
3,54,189.4,65.5,18.26,4,4,45,general_fitness,0.9295,sit_to_stand,1,0,2,2,0,0,1,1,0,0,reps,2.654,12.813,
4,51,161.3,81.0,31.13,1,1,30,strength,0.9521,march_in_place,1,0,1,1,0,0,0,1,0,0,time,1.164,,16.641
4,51,161.3,81.0,31.13,1,1,30,strength,0.9521,standing_knee_raise,2,0,1,1,0,0,0,1,0,0,reps,1.089,5.844,
4,51,161.3,81.0,31.13,1,1,30,strength,0.9521,low_impact_jumping_jack,3,1,1,1,0,0,0,2,0,0,reps,1.097,5.878,
4,51,161.3,81.0,31.13,1,1,30,strength,0.9521,bodyweight_squat,2,0,2,2,0,0,1,1,0,0,reps,1.085,5.826,
4,51,161.3,81.0,31.13,1,1,30,strength,0.9521,reverse_lunge,3,0,2,2,0,0,1,2,0,1,reps,1.081,5.808,
4,51,161.3,81.0,31.13,1,1,30,strength,0.9521,wall_sit,1,0,2,2,0,0,1,1,0,0,time,1.067,,14.925
4,51,161.3,81.0,31.13,1,1,30,strength,0.9521,side_leg_raise,2,0,1,1,0,0,0,1,0,1,reps,1.086,5.828,
4,51,161.3,81.0,31.13,1,1,30,strength,0.9521,hamstring_curl,2,0,1,1,0,0,0,1,0,1,reps,1.076,5.786,
4,51,161.3,81.0,31.13,1,1,30,strength,0.9521,hip_extension,2,0,1,2,0,0,1,1,0,1,reps,1.093,5.861,
4,51,161.3,81.0,31.13,1,1,30,strength,0.9521,calf_raise,1,0,0,0,0,0,0,2,0,0,reps,1.271,6.654,
4,51,161.3,81.0,31.13,1,1,30,strength,0.9521,wall_push_up,1,0,0,0,0,0,1,0,0,0,reps,1.314,6.843,
4,51,161.3,81.0,31.13,1,1,30,strength,0.9521,knee_push_up,3,0,0,0,0,1,1,0,1,0,reps,1.078,5.792,
4,51,161.3,81.0,31.13,1,1,30,strength,0.9521,standard_push_up,4,0,0,0,0,1,2,0,1,0,reps,1.087,5.835,
4,51,161.3,81.0,31.13,1,1,30,strength,0.9521,plank,3,0,0,0,0,1,2,0,1,0,time,1.092,,15.369
4,51,161.3,81.0,31.13,1,1,30,strength,0.9521,glute_bridge,2,0,0,2,0,0,1,0,1,0,reps,1.095,5.868,
4,51,161.3,81.0,31.13,1,1,30,strength,0.9521,shoulder_press,3,0,0,0,1,0,1,0,0,0,reps,1.101,5.894,
4,51,161.3,81.0,31.13,1,1,30,strength,0.9521,biceps_curl,3,0,0,0,0,0,1,0,0,0,reps,1.1,5.89,
4,51,161.3,81.0,31.13,1,1,30,strength,0.9521,sit_to_stand,1,0,2,2,0,0,1,1,0,0,reps,1.077,5.79,
5,56,164.6,46.3,17.09,3,3,20,general_fitness,0.9223,march_in_place,1,0,1,1,0,0,0,1,0,0,time,2.04,,32.007
5,56,164.6,46.3,17.09,3,3,20,general_fitness,0.9223,standing_knee_raise,2,0,1,1,0,0,0,1,0,0,reps,1.847,9.219,
5,56,164.6,46.3,17.09,3,3,20,general_fitness,0.9223,low_impact_jumping_jack,3,1,1,1,0,0,0,2,0,0,reps,1.497,7.657,
5,56,164.6,46.3,17.09,3,3,20,general_fitness,0.9223,bodyweight_squat,2,0,2,2,0,0,1,1,0,0,reps,1.585,8.05,
5,56,164.6,46.3,17.09,3,3,20,general_fitness,0.9223,reverse_lunge,3,0,2,2,0,0,1,2,0,1,reps,1.364,7.067,
5,56,164.6,46.3,17.09,3,3,20,general_fitness,0.9223,wall_sit,1,0,2,2,0,0,1,1,0,0,time,1.836,,28.424
5,56,164.6,46.3,17.09,3,3,20,general_fitness,0.9223,side_leg_raise,2,0,1,1,0,0,0,1,0,1,reps,1.854,9.251,
5,56,164.6,46.3,17.09,3,3,20,general_fitness,0.9223,hamstring_curl,2,0,1,1,0,0,0,1,0,1,reps,1.855,9.253,
5,56,164.6,46.3,17.09,3,3,20,general_fitness,0.9223,hip_extension,2,0,1,2,0,0,1,1,0,1,reps,1.693,8.534,
5,56,164.6,46.3,17.09,3,3,20,general_fitness,0.9223,calf_raise,1,0,0,0,0,0,0,2,0,0,reps,2.14,10.523,
5,56,164.6,46.3,17.09,3,3,20,general_fitness,0.9223,wall_push_up,1,0,0,0,0,0,1,0,0,0,reps,2.124,10.455,
5,56,164.6,46.3,17.09,3,3,20,general_fitness,0.9223,knee_push_up,3,0,0,0,0,1,1,0,1,0,reps,1.705,8.586,
5,56,164.6,46.3,17.09,3,3,20,general_fitness,0.9223,standard_push_up,4,0,0,0,0,1,2,0,1,0,reps,1.491,7.632,
5,56,164.6,46.3,17.09,3,3,20,general_fitness,0.9223,plank,3,0,0,0,0,1,2,0,1,0,time,1.631,,24.824
5,56,164.6,46.3,17.09,3,3,20,general_fitness,0.9223,glute_bridge,2,0,0,2,0,0,1,0,1,0,reps,1.826,9.124,
5,56,164.6,46.3,17.09,3,3,20,general_fitness,0.9223,shoulder_press,3,0,0,0,1,0,1,0,0,0,reps,1.68,8.476,
5,56,164.6,46.3,17.09,3,3,20,general_fitness,0.9223,biceps_curl,3,0,0,0,0,0,1,0,0,0,reps,1.778,8.914,
5,56,164.6,46.3,17.09,3,3,20,general_fitness,0.9223,sit_to_stand,1,0,2,2,0,0,1,1,0,0,reps,1.805,9.033,
6,60,179.2,73.5,22.89,5,4,15,general_fitness,0.9174,march_in_place,1,0,1,1,0,0,0,1,0,0,time,2.796,,45.275
6,60,179.2,73.5,22.89,5,4,15,general_fitness,0.9174,standing_knee_raise,2,0,1,1,0,0,0,1,0,0,reps,2.726,13.135,
6,60,179.2,73.5,22.89,5,4,15,general_fitness,0.9174,low_impact_jumping_jack,3,1,1,1,0,0,0,2,0,0,reps,2.3,11.237,
6,60,179.2,73.5,22.89,5,4,15,general_fitness,0.9174,bodyweight_squat,2,0,2,2,0,0,1,1,0,0,reps,2.475,12.017,
6,60,179.2,73.5,22.89,5,4,15,general_fitness,0.9174,reverse_lunge,3,0,2,2,0,0,1,2,0,1,reps,2.199,10.786,
6,60,179.2,73.5,22.89,5,4,15,general_fitness,0.9174,wall_sit,1,0,2,2,0,0,1,1,0,0,time,2.678,,43.206
6,60,179.2,73.5,22.89,5,4,15,general_fitness,0.9174,side_leg_raise,2,0,1,1,0,0,0,1,0,1,reps,2.63,12.705,
6,60,179.2,73.5,22.89,5,4,15,general_fitness,0.9174,hamstring_curl,2,0,1,1,0,0,0,1,0,1,reps,2.757,13.274,
6,60,179.2,73.5,22.89,5,4,15,general_fitness,0.9174,hip_extension,2,0,1,2,0,0,1,1,0,1,reps,2.484,12.059,
6,60,179.2,73.5,22.89,5,4,15,general_fitness,0.9174,calf_raise,1,0,0,0,0,0,0,2,0,0,reps,2.919,13.995,
6,60,179.2,73.5,22.89,5,4,15,general_fitness,0.9174,wall_push_up,1,0,0,0,0,0,1,0,0,0,reps,2.997,14.342,
6,60,179.2,73.5,22.89,5,4,15,general_fitness,0.9174,knee_push_up,3,0,0,0,0,1,1,0,1,0,reps,2.601,12.58,
6,60,179.2,73.5,22.89,5,4,15,general_fitness,0.9174,standard_push_up,4,0,0,0,0,1,2,0,1,0,reps,2.242,10.979,
6,60,179.2,73.5,22.89,5,4,15,general_fitness,0.9174,plank,3,0,0,0,0,1,2,0,1,0,time,2.472,,39.58
6,60,179.2,73.5,22.89,5,4,15,general_fitness,0.9174,glute_bridge,2,0,0,2,0,0,1,0,1,0,reps,2.699,13.017,
6,60,179.2,73.5,22.89,5,4,15,general_fitness,0.9174,shoulder_press,3,0,0,0,1,0,1,0,0,0,reps,2.491,12.09,
6,60,179.2,73.5,22.89,5,4,15,general_fitness,0.9174,biceps_curl,3,0,0,0,0,0,1,0,0,0,reps,2.464,11.969,
6,60,179.2,73.5,22.89,5,4,15,general_fitness,0.9174,sit_to_stand,1,0,2,2,0,0,1,1,0,0,reps,2.657,12.826,
7,44,158.6,51.3,20.39,4,3,45,endurance,0.9901,march_in_place,1,0,1,1,0,0,0,1,0,0,time,2.762,,44.686
7,44,158.6,51.3,20.39,4,3,45,endurance,0.9901,standing_knee_raise,2,0,1,1,0,0,0,1,0,0,reps,2.474,12.013,
7,44,158.6,51.3,20.39,4,3,45,endurance,0.9901,low_impact_jumping_jack,3,1,1,1,0,0,0,2,0,0,reps,2.246,10.994,
7,44,158.6,51.3,20.39,4,3,45,endurance,0.9901,bodyweight_squat,2,0,2,2,0,0,1,1,0,0,reps,2.356,11.486,
7,44,158.6,51.3,20.39,4,3,45,endurance,0.9901,reverse_lunge,3,0,2,2,0,0,1,2,0,1,reps,2.028,10.024,
7,44,158.6,51.3,20.39,4,3,45,endurance,0.9901,wall_sit,1,0,2,2,0,0,1,1,0,0,time,2.597,,41.784
7,44,158.6,51.3,20.39,4,3,45,endurance,0.9901,side_leg_raise,2,0,1,1,0,0,0,1,0,1,reps,2.568,12.433,
7,44,158.6,51.3,20.39,4,3,45,endurance,0.9901,hamstring_curl,2,0,1,1,0,0,0,1,0,1,reps,2.499,12.122,
7,44,158.6,51.3,20.39,4,3,45,endurance,0.9901,hip_extension,2,0,1,2,0,0,1,1,0,1,reps,2.42,11.77,
7,44,158.6,51.3,20.39,4,3,45,endurance,0.9901,calf_raise,1,0,0,0,0,0,0,2,0,0,reps,2.95,14.132,
7,44,158.6,51.3,20.39,4,3,45,endurance,0.9901,wall_push_up,1,0,0,0,0,0,1,0,0,0,reps,2.857,13.717,
7,44,158.6,51.3,20.39,4,3,45,endurance,0.9901,knee_push_up,3,0,0,0,0,1,1,0,1,0,reps,2.456,11.932,
7,44,158.6,51.3,20.39,4,3,45,endurance,0.9901,standard_push_up,4,0,0,0,0,1,2,0,1,0,reps,2.162,10.624,
7,44,158.6,51.3,20.39,4,3,45,endurance,0.9901,plank,3,0,0,0,0,1,2,0,1,0,time,2.499,,40.061
7,44,158.6,51.3,20.39,4,3,45,endurance,0.9901,glute_bridge,2,0,0,2,0,0,1,0,1,0,reps,2.421,11.778,
7,44,158.6,51.3,20.39,4,3,45,endurance,0.9901,shoulder_press,3,0,0,0,1,0,1,0,0,0,reps,2.494,12.103,
7,44,158.6,51.3,20.39,4,3,45,endurance,0.9901,biceps_curl,3,0,0,0,0,0,1,0,0,0,reps,2.487,12.071,
7,44,158.6,51.3,20.39,4,3,45,endurance,0.9901,sit_to_stand,1,0,2,2,0,0,1,1,0,0,reps,2.556,12.376,
8,52,187.6,108.0,30.69,2,2,45,endurance,0.9944,march_in_place,1,0,1,1,0,0,0,1,0,0,time,1.898,,29.515
8,52,187.6,108.0,30.69,2,2,45,endurance,0.9944,standing_knee_raise,2,0,1,1,0,0,0,1,0,0,reps,1.593,8.085,
8,52,187.6,108.0,30.69,2,2,45,endurance,0.9944,low_impact_jumping_jack,3,1,1,1,0,0,0,2,0,0,reps,1.289,6.734,
8,52,187.6,108.0,30.69,2,2,45,endurance,0.9944,bodyweight_squat,2,0,2,2,0,0,1,1,0,0,reps,1.427,7.347,
8,52,187.6,108.0,30.69,2,2,45,endurance,0.9944,reverse_lunge,3,0,2,2,0,0,1,2,0,1,reps,1.113,5.95,
8,52,187.6,108.0,30.69,2,2,45,endurance,0.9944,wall_sit,1,0,2,2,0,0,1,1,0,0,time,1.672,,25.545
8,52,187.6,108.0,30.69,2,2,45,endurance,0.9944,side_leg_raise,2,0,1,1,0,0,0,1,0,1,reps,1.609,8.157,
8,52,187.6,108.0,30.69,2,2,45,endurance,0.9944,hamstring_curl,2,0,1,1,0,0,0,1,0,1,reps,1.581,8.034,
8,52,187.6,108.0,30.69,2,2,45,endurance,0.9944,hip_extension,2,0,1,2,0,0,1,1,0,1,reps,1.451,7.454,
8,52,187.6,108.0,30.69,2,2,45,endurance,0.9944,calf_raise,1,0,0,0,0,0,0,2,0,0,reps,1.873,9.337,
8,52,187.6,108.0,30.69,2,2,45,endurance,0.9944,wall_push_up,1,0,0,0,0,0,1,0,0,0,reps,1.995,9.876,
8,52,187.6,108.0,30.69,2,2,45,endurance,0.9944,knee_push_up,3,0,0,0,0,1,1,0,1,0,reps,1.465,7.518,
8,52,187.6,108.0,30.69,2,2,45,endurance,0.9944,standard_push_up,4,0,0,0,0,1,2,0,1,0,reps,1.221,6.43,
8,52,187.6,108.0,30.69,2,2,45,endurance,0.9944,plank,3,0,0,0,0,1,2,0,1,0,time,1.434,,21.377
8,52,187.6,108.0,30.69,2,2,45,endurance,0.9944,glute_bridge,2,0,0,2,0,0,1,0,1,0,reps,1.613,8.176,
8,52,187.6,108.0,30.69,2,2,45,endurance,0.9944,shoulder_press,3,0,0,0,1,0,1,0,0,0,reps,1.527,7.792,
8,52,187.6,108.0,30.69,2,2,45,endurance,0.9944,biceps_curl,3,0,0,0,0,0,1,0,0,0,reps,1.573,7.998,
8,52,187.6,108.0,30.69,2,2,45,endurance,0.9944,sit_to_stand,1,0,2,2,0,0,1,1,0,0,reps,1.619,8.204,
9,38,152.6,83.0,35.64,5,5,20,general_fitness,1.1382,march_in_place,1,0,1,1,0,0,0,1,0,0,time,3.751,,62.028
9,38,152.6,83.0,35.64,5,5,20,general_fitness,1.1382,standing_knee_raise,2,0,1,1,0,0,0,1,0,0,reps,3.516,16.655,
9,38,152.6,83.0,35.64,5,5,20,general_fitness,1.1382,low_impact_jumping_jack,3,1,1,1,0,0,0,2,0,0,reps,3.022,14.452,
9,38,152.6,83.0,35.64,5,5,20,general_fitness,1.1382,bodyweight_squat,2,0,2,2,0,0,1,1,0,0,reps,3.19,15.2,
9,38,152.6,83.0,35.64,5,5,20,general_fitness,1.1382,reverse_lunge,3,0,2,2,0,0,1,2,0,1,reps,2.977,14.253,
9,38,152.6,83.0,35.64,5,5,20,general_fitness,1.1382,wall_sit,1,0,2,2,0,0,1,1,0,0,time,3.525,,58.068
9,38,152.6,83.0,35.64,5,5,20,general_fitness,1.1382,side_leg_raise,2,0,1,1,0,0,0,1,0,1,reps,3.506,16.611,
9,38,152.6,83.0,35.64,5,5,20,general_fitness,1.1382,hamstring_curl,2,0,1,1,0,0,0,1,0,1,reps,3.399,16.131,
9,38,152.6,83.0,35.64,5,5,20,general_fitness,1.1382,hip_extension,2,0,1,2,0,0,1,1,0,1,reps,3.196,15.227,
9,38,152.6,83.0,35.64,5,5,20,general_fitness,1.1382,calf_raise,1,0,0,0,0,0,0,2,0,0,reps,3.691,17.434,
9,38,152.6,83.0,35.64,5,5,20,general_fitness,1.1382,wall_push_up,1,0,0,0,0,0,1,0,0,0,reps,3.69,17.428,
9,38,152.6,83.0,35.64,5,5,20,general_fitness,1.1382,knee_push_up,3,0,0,0,0,1,1,0,1,0,reps,3.406,16.166,
9,38,152.6,83.0,35.64,5,5,20,general_fitness,1.1382,standard_push_up,4,0,0,0,0,1,2,0,1,0,reps,2.872,13.786,
9,38,152.6,83.0,35.64,5,5,20,general_fitness,1.1382,plank,3,0,0,0,0,1,2,0,1,0,time,3.245,,53.158
9,38,152.6,83.0,35.64,5,5,20,general_fitness,1.1382,glute_bridge,2,0,0,2,0,0,1,0,1,0,reps,3.501,16.586,
9,38,152.6,83.0,35.64,5,5,20,general_fitness,1.1382,shoulder_press,3,0,0,0,1,0,1,0,0,0,reps,3.512,16.636,
9,38,152.6,83.0,35.64,5,5,20,general_fitness,1.1382,biceps_curl,3,0,0,0,0,0,1,0,0,0,reps,3.425,16.248,
9,38,152.6,83.0,35.64,5,5,20,general_fitness,1.1382,sit_to_stand,1,0,2,2,0,0,1,1,0,0,reps,3.576,16.923,
10,60,179.0,74.7,23.31,1,1,45,strength,1.1495,march_in_place,1,0,1,1,0,0,0,1,0,0,time,1.485,,22.267
10,60,179.0,74.7,23.31,1,1,45,strength,1.1495,standing_knee_raise,2,0,1,1,0,0,0,1,0,0,reps,1.272,6.658,
10,60,179.0,74.7,23.31,1,1,45,strength,1.1495,low_impact_jumping_jack,3,1,1,1,0,0,0,2,0,0,reps,1.087,5.831,
10,60,179.0,74.7,23.31,1,1,45,strength,1.1495,bodyweight_squat,2,0,2,2,0,0,1,1,0,0,reps,1.091,5.85,
10,60,179.0,74.7,23.31,1,1,45,strength,1.1495,reverse_lunge,3,0,2,2,0,0,1,2,0,1,reps,1.099,5.887,
10,60,179.0,74.7,23.31,1,1,45,strength,1.1495,wall_sit,1,0,2,2,0,0,1,1,0,0,time,1.249,,18.127
10,60,179.0,74.7,23.31,1,1,45,strength,1.1495,side_leg_raise,2,0,1,1,0,0,0,1,0,1,reps,1.245,6.535,
10,60,179.0,74.7,23.31,1,1,45,strength,1.1495,hamstring_curl,2,0,1,1,0,0,0,1,0,1,reps,1.226,6.454,
10,60,179.0,74.7,23.31,1,1,45,strength,1.1495,hip_extension,2,0,1,2,0,0,1,1,0,1,reps,1.103,5.903,
10,60,179.0,74.7,23.31,1,1,45,strength,1.1495,calf_raise,1,0,0,0,0,0,0,2,0,0,reps,1.611,8.168,
10,60,179.0,74.7,23.31,1,1,45,strength,1.1495,wall_push_up,1,0,0,0,0,0,1,0,0,0,reps,1.602,8.127,
10,60,179.0,74.7,23.31,1,1,45,strength,1.1495,knee_push_up,3,0,0,0,0,1,1,0,1,0,reps,1.119,5.977,
10,60,179.0,74.7,23.31,1,1,45,strength,1.1495,standard_push_up,4,0,0,0,0,1,2,0,1,0,reps,1.096,5.873,
